actor_id,name,birth,agency,sns,image,work1,work2,work3,work4,work5
169,이지혁,1997.02.07,,http://www.instagram.com/mujh__27,actor_images\41269.gif," 〈존 도우〉
2025.12.10 ~ 2026.03.01
NOL 서경스퀘어 스콘 1관
앙상블","시라노
2024.12.06 ~ 2025.02.23
예술의전당 CJ 토월극장
스윙","파가니니
2024.04.06 ~ 2024.06.02
국립중앙박물관 극장 용
앙상블","장화 신은 고양이 비긴즈
2023.12.16 ~ 2024.02.25
KT&G 상상마당 대치아트홀
미라쥬 역","파리넬리 - 오산
2023.10.13 ~ 2023.10.14
오산문화예술회관 대공연장
앙상블"
170,정동화,1984.01.09,,http://cafe.naver.com/pureguy,actor_images\4195.jpg," 〈존 도우〉
2025.12.10 ~ 2026.03.01
NOL 서경스퀘어 스콘 1관
윌러비 역"," 〈캐빈〉
2025.11.27 ~ 2026.03.01
et theatre 1 (이티 씨어터 원)
데이 역"," 〈라흐마니노프〉
2025.09.20 ~ 2025.12.14
예스24스테이지 1관
니콜라이 달 역","화이트래빗 레드래빗(WHITE RABBIT RED RABBIT)
2025.04.30 ~ 2025.05.25
세종문화회관 S씨어터
배우 역","퍼스트 맨: 카뮈가 남긴 마지막 이야기
2025.01.10 ~ 2025.03.30
링크아트센터드림 드림4관
이방인/ 자크 역"
171,황민수,1991.01.17,,http://www.facebook.com/stars4507,actor_images\38360.gif," 〈존 도우〉
2025.12.10 ~ 2026.03.01
NOL 서경스퀘어 스콘 1관
윌러비 역","〈#0528〉
2025.10.22 ~ 2026.01.11
링크아트센터드림 드림1관
도리스 역"," 〈스트라빈스키〉
2025.07.28 ~ 2025.10.12
대학로 TOM(티오엠) 2관
슘 역","리틀잭
2025.06.28 ~ 2025.09.21
예스24아트원 2관
잭 피셔 역","미아 파밀리아
2024.12.19 ~ 2025.03.23
링크아트센터드림 드림1관
리차드 역"
172,원근영,,,,actor_images\44931.gif," 〈존 도우〉
2025.12.10 ~ 2026.03.01
NOL 서경스퀘어 스콘 1관
앙상블","제 11회 무죽페스티벌 〈사라진 자리에서〉
2025.04.02 ~ 2025.04.13
대학로 극장 동국
인턴 역","정글라이프 - 인천
2025.03.22 ~ 2025.03.22
인천학생교육문화회관
김미화 역","정글라이프 - 부안
2024.10.11 ~ 2024.10.11
부안예술회관
김미화 역","정글라이프 - 제주
2023.05.23 ~ 2023.05.26
서귀포학생문화원
김미화 역"
173,이지우,1996.06.10,,https://www.instagram.com/jiwoooez,actor_images\53591.gif," 〈존 도우〉
2025.12.10 ~ 2026.03.01
NOL 서경스퀘어 스콘 1관
앙상블","파가니니
2024.04.06 ~ 2024.06.02
국립중앙박물관 극장 용
앙상블","광화문 연가
2021.07.16 ~ 2021.09.05
예술의전당 오페라극장
앙상블","아마데우스
2020.11.17 ~ 2021.02.28
광림아트센터 BBCH홀
스윙",
174,이재웅,,,,actor_images\50327.gif," 〈존 도우〉
2025.12.10 ~ 2026.03.01
NOL 서경스퀘어 스콘 1관
앙상블","2025 창작음악극 PHOENICE
2025.02.12 ~ 2025.02.15
호원아트홀
현 역","맥베스
2024.07.13 ~ 2024.08.18
국립극장 해오름극장
앙상블 역","위윌락유
2023.09.22 ~ 2023.12.31
더굿씨어터
볼케이노 역","알로하, 나의 엄마들
2022.11.22 ~ 2022.12.11
세종문화회관 M씨어터
캠프대장 외 역"
175,정우연,1992.03.20,,,actor_images\42346.gif," 〈A여고 사서의 영광과 비극〉
2026.01.27 ~ 2026.04.26
링크아트센터드림 드림2관
명경 역"," 〈존 도우〉
2025.12.10 ~ 2026.03.01
NOL 서경스퀘어 스콘 1관
앤 역"," 〈차미〉
2025.05.29 ~ 2025.08.24
대학로 TOM(티오엠) 1관
차미 역","카포네 트릴로지
2025.03.11 ~ 2025.06.01
홍익대 대학로 아트센터 소극장
LADY 역","해적 : THE LAST VOYAGE
2024.11.05 ~ 2025.02.02
링크아트센터 벅스홀
잭&메리 역"
176,도해,1997.08.27,,https://www.instagram.com/do_hae__/,actor_images\53557.gif," 〈존 도우〉
2025.12.10 ~ 2026.03.01
NOL 서경스퀘어 스콘 1관
앙상블","인간탐구생활
2025.02.14 ~ 2025.05.11
더굿씨어터
FI 역","드라큘라
2023.12.06 ~ 2024.03.03
샤롯데씨어터
앙상블","영웅
2022.12.21 ~ 2023.02.28
LG아트센터 서울 LG SIGNATURE 홀
앙상블",
177,최수진,,,,actor_images\17340.gif," 〈존 도우〉
2025.12.10 ~ 2026.03.01
NOL 서경스퀘어 스콘 1관
앤 역"," 지킬앤하이드 (Jekyll ＆ Hyde) 20주년 - 부산
2025.06.08 ~ 2025.06.15
드림씨어터
엠마 역","라흐 헤스트
2025.03.25 ~ 2025.06.15
예스24스테이지 1관
향안 역","지킬앤하이드 - 20주년
2024.11.29 ~ 2025.05.18
블루스퀘어 신한카드홀
엠마 역","웨스턴 스토리
2024.03.13 ~ 2024.06.09
NOL 유니플렉스
조세핀 마커스 역"
178,최연우,1986.10.29,,,actor_images\12553.gif," 〈존 도우〉
2025.12.10 ~ 2026.03.01
NOL 서경스퀘어 스콘 1관
앤 역","［피크닉#15］ 〈붉은 정원〉
2025.06.17 ~ 2025.06.19
링크아트센터드림 드림2관
지나 역","화이트래빗 레드래빗(WHITE RABBIT RED RABBIT)
2025.04.30 ~ 2025.05.25
세종문화회관 S씨어터
배우 역","붉은 정원
2025.04.22 ~ 2025.07.20
링크아트센터드림 드림2관
지나 역","애나엑스(ANNA X) Special Day
2025.02.18 ~ 2025.02.20
LG아트센터 서울 U+ 스테이지
애나 역"
179,최호승,,,,actor_images\23999.gif," 〈존 도우〉
2025.12.10 ~ 2026.03.01
NOL 서경스퀘어 스콘 1관
윌러비 역"," 〈두 낫 디스터브〉
2025.06.10 ~ 2025.08.31
NOL 서경스퀘어 스콘 1관
카이만 역","카포네 트릴로지
2025.03.11 ~ 2025.06.01
홍익대 대학로 아트센터 소극장
YOUNG MAN 역","더 픽션
2024.12.14 ~ 2025.03.09
예스24스테이지 1관
와이트 히스만 역","해적 : THE LAST VOYAGE
2024.11.05 ~ 2025.02.02
링크아트센터 벅스홀
루이스&앤 역"
180,김기영,,,,actor_images\48888.gif," 〈존 도우〉
2025.12.10 ~ 2026.03.01
NOL 서경스퀘어 스콘 1관
앙상블"," '미남당' 트라이아웃
2024.10.17 ~ 2024.11.09
더굿씨어터
멀티2 역","달을 품은 슈퍼맨 - 대전
2023.06.01 ~ 2023.07.30
대전 상상아트홀
우현 역","림보
2023.03.16 ~ 2023.03.26
아르코예술극장 소극장
앙상블","림보 - 고양
2023.01.27 ~ 2023.01.28
고양아람누리 새라새극장
앙상블"
181,김대곤,,,,actor_images\24927.gif," 〈판〉
2025.12.23 ~ 2026.03.08
동덕여대 공연예술센터 코튼홀
호태 역"," 〈시지프스〉
2025.12.16 ~ 2026.03.08
예스24스테이지 2관
클라운 역","인천동구문화체육센터 연극 〈세상친구〉
2025.12.05 ~ 2025.12.06
동구문화체육센터 공연장
만석 역","관저의 100시간- 제 46회 서울연극제 공식선정작
2025.06.20 ~ 2025.06.29
대학로극장 쿼드
경제산업성대신 역","괴벨스 극장
2025.05.01 ~ 2025.05.11
대학로 예술공간 혜화
괴벨스 역"
182,강하경,,,,actor_images\56506.gif,,,,,
183,박선영,,,,actor_images\54809.gif," 〈시지프스〉
2025.12.16 ~ 2026.03.08
예스24스테이지 2관
포엣 역"," 〈설공찬〉
2025.09.09 ~ 2025.10.26
KT&G 상상마당 대치아트홀
설초희 역"," 〈프리다〉
2025.06.17 ~ 2025.09.07
NOL 유니플렉스 1관
데스티노 역","［야놀자 특가］  〈컨택트〉 비지정석
2025.04.01 ~ 2025.04.20
극장 온
영덕 역","컨택트
2025.03.28 ~ 2025.06.29
극장 온
영덕 역"
184,박유덕,1983.03.17,,,actor_images\31140.gif," 〈이터니티〉
2025.12.27 ~ 2026.03.15
NOL 유니플렉스 1관
머머 역"," 〈시지프스〉
2025.12.16 ~ 2026.03.08
예스24스테이지 2관
클라운 역"," 〈윌리엄과 윌리엄의 윌리엄들〉 2025
2025.09.16 ~ 2025.11.30
NOL 서경스퀘어 스콘 2관
사무엘 역","라파치니의 정원
2025.02.26 ~ 2025.02.28
플러스씨어터
라파치니 역","무명호걸:無名豪傑
2025.02.04 ~ 2025.02.19
CKL 스테이지
지부 역"
185,임강성,,,http://cafe.daum.net/ksaloha | http://www.instagram.com/iksjjj/ | http://twitter.com/imkangsung,actor_images\7473.gif,"은밀하게 위대하게:THE LAST-10주년 기념
2026.01.30 ~ 2026.04.26
NOL 씨어터 대학로 우리카드홀
서수혁 역"," 〈시지프스〉
2025.12.16 ~ 2026.03.08
예스24스테이지 2관
클라운 역"," 〈이름 없는 약속들로부터〉
2025.10.10 ~ 2025.12.28
극장 온
이윤섭 역"," 〈윌리엄과 윌리엄의 윌리엄들〉 2025
2025.09.16 ~ 2025.11.30
NOL 서경스퀘어 스콘 2관
H 역","화이트래빗 레드래빗(WHITE RABBIT RED RABBIT)
2025.04.30 ~ 2025.05.25
세종문화회관 S씨어터
배우 역"
186,김태오,1992.08.05,,,actor_images\40436.gif," 〈시지프스〉
2025.12.16 ~ 2026.03.08
예스24스테이지 2관
아스트로 역","맘마미아!
2025.07.26 ~ 2025.10.25
LG아트센터 서울 LG SIGNATURE 홀
스카이 역","［야놀자 특가］  〈컨택트〉 비지정석
2025.04.01 ~ 2025.04.20
극장 온
청 역","컨택트
2025.03.28 ~ 2025.06.29
극장 온
청 역","시지프스
2024.12.10 ~ 2025.03.02
예스24스테이지 2관
아스트로 역"
187,송유택,,,,actor_images\23183.gif," 〈시지프스〉
2025.12.16 ~ 2026.03.08
예스24스테이지 2관
언노운 역"," 〈MAD HATTER〉
2025.10.22 ~ 2026.01.18
링크아트센터드림 드림2관
조슬린 역"," 〈설공찬〉
2025.09.09 ~ 2025.10.26
KT&G 상상마당 대치아트홀
설공찬 역","제19회 DIMF 공식초청작 〈설공찬〉 - 대구
2025.07.04 ~ 2025.07.12
대구문화예술회관 팔공홀 (대극장)
설공찬 역","화이트래빗 레드래빗(WHITE RABBIT RED RABBIT)
2025.04.30 ~ 2025.05.25
세종문화회관 S씨어터
배우 역"
188,이선우,,,https://www.instagram.com/l__seonwoo2,actor_images\54808.gif," 〈시지프스〉
2025.12.16 ~ 2026.03.08
예스24스테이지 2관
아스트로 역"," 〈이름 없는 약속들로부터〉
2025.10.10 ~ 2025.12.28
극장 온
이우현 역","［야놀자 특가］  〈컨택트〉 비지정석
2025.04.01 ~ 2025.04.20
극장 온
청 역","컨택트
2025.03.28 ~ 2025.06.29
극장 온
청 역","시지프스
2024.12.10 ~ 2025.03.02
예스24스테이지 2관
아스트로 역"
189,조환지,1995.09.30,,http://www.instagram.com/jo_hwan_ji/ | http://cafe.naver.com/bbofficial | http://twitter.com/BjhjB_official,actor_images\43317.gif," 〈제임스 바이런 딘〉
2026.01.09 ~ 2026.03.01
극장 온
제임스 역"," 〈시지프스〉
2025.12.16 ~ 2026.03.08
예스24스테이지 2관
언노운 역","［슈가데이#1］  〈아몬드〉
2025.11.15 ~ 2025.11.16
NOL 유니플렉스 1관
곤이(윤이수) 역"," 〈아몬드〉
2025.09.19 ~ 2025.12.14
NOL 유니플렉스 1관
곤이(윤이수) 역","더 크리처
2025.06.16 ~ 2025.08.31
대학로 자유극장
괴물 역"
190,정철호,,,,actor_images\3279.gif," 헝키쇼 (HUNKY SHOW)
2025.04.25 ~ 2026.02.28
스타스테이지
보스-막걸리 역","헝키 - 부산
2023.10.27 ~ 2023.12.31
가온아트홀 1관","헝키
2022.12.23 ~ 2023.03.26
스튜디오블루
보스 역","헝키
2022.09.01 ~ 2022.09.18
열린극장
보스 역","사랑했어요
2021.08.14 ~ 2021.10.30
광림아트센터 BBCH홀
나영남 역"
191,김무호,1986.12.05,,http://www.instagram.com/_mooholic,actor_images\37384.gif," 헝키쇼 (HUNKY SHOW)
2025.04.25 ~ 2026.02.28
스타스테이지
바텐더 역","프러포즈 못하는 남자
2018.04.20 ~ 2018.07.01
대학로 드림아트센터 1관
상준 역","프러포즈 못하는 남자
2018.02.23 ~ 2018.03.23
한성아트홀 1관
앙상블","헤어디자이너
2017.12.07 ~ 2017.12.31
놀터예술공방
강준 역","월요 쇼케이스 - 헤어디자이너
2017.11.13 ~ 2017.11.13
플랫폼창동61
강준 역"
192,최종관,,,,actor_images\30811.gif,"행복총량의 법칙 - 대전
2025.06.13 ~ 2025.07.13
작은극장 다함
봉구 역"," 헝키쇼 (HUNKY SHOW)
2025.04.25 ~ 2026.02.28
스타스테이지
바텐더 역","행복총량의 법칙 - 대구
2025.03.21 ~ 2025.05.11
문화예술전용극장 CT
뭉치 역","동백꽃 피어나는 어느 봄날에
2024.10.29 ~ 2024.11.01
아르코꿈밭극장
유정/나 역","국민 코믹 연극 〈오백에삼십〉 - 대학로 JTN 아트홀 3관
2024.03.01 ~ 오픈런
JTN 아트홀 3관
허덕 역"
193,선인호,1989.10.04,,,actor_images\42007.gif," 헝키쇼 (HUNKY SHOW)
2025.04.25 ~ 2026.02.28
스타스테이지
바텐더 역","미스터쇼
2018.09.14 ~ 2019.01.27
신한카드 SOL 페이 스퀘어 라이브홀
MR 역","미스터쇼
2017.09.23 ~ 2018.02.13
신한카드 SOL 페이 스퀘어 라이브홀
MR 역","그날들
2016.08.25 ~ 2016.11.03
충무아트센터 대극장
앙상블
관객 전문가",
194,한제우,1999.03.30,,http://www.instagram.com/jeu_sday,actor_images\55974.gif," 헝키쇼 (HUNKY SHOW)
2025.04.25 ~ 2026.02.28
스타스테이지
바텐더 역","프레스콜
2023.08.31 ~ 2023.08.31
열린극장","행오버
2023.05.01 ~ 2025.12.31
정극장
철수 역",,
195,임성목,1994.04.23,,http://www.instagram.com/l.sm1994/,actor_images\47235.gif," 헝키쇼 (HUNKY SHOW)
2025.04.25 ~ 2026.02.28
스타스테이지
바텐더 역","라인업 시즌2 : DREAMS UP
2024.04.29 ~ 2024.06.13
성균관대학교 새천년홀
윤현민 역","라인업
2023.09.12 ~ 2023.12.28
성균관대학교 새천년홀
윤현민 역","라인업
2023.03.02 ~ 2023.06.30
해당공연 공연장
윤현민 역","써니텐
2022.05.05 ~ 2022.06.04
대학로 하마씨어터
정준호 역"
196,박휘범,1989.01.31,,http://www.instagram.com/hbeomy,actor_images\52006.gif," 헝키쇼 (HUNKY SHOW)
2025.04.25 ~ 2026.02.28
스타스테이지
바텐더 역","쇼 '핫티스(HOTTIES)'
2024.09.12 ~ 2024.09.15
스터리나잇빌딩","더 맨 얼라이브
2023.10.27 ~ 2024.01.14
서울숲 씨어터 2관
N 역",,
197,김상엽,1995.02.20,,,actor_images\53012.gif," 헝키쇼 (HUNKY SHOW)
2025.04.25 ~ 2026.02.28
스타스테이지
바텐더 역","헝키 - 부산
2023.10.27 ~ 2023.12.31
가온아트홀 1관",,,
198,김영돈,1994.09.26,,http://www.instagram.com/0.dony,actor_images\52973.gif,"〈HOTTIES〉 POOL PARTY - 양양
2025.07.25 ~ 2025.08.22
템플 온 더 비치"," 헝키쇼 (HUNKY SHOW)
2025.04.25 ~ 2026.02.28
스타스테이지
바텐더 역","HOTTIES(핫티스) X 서울 드래곤시티 King’s Vacation
2024.11.02 ~ 2024.12.31
킹스베케이션","쇼 '핫티스(HOTTIES)'
2024.09.12 ~ 2024.09.15
스터리나잇빌딩","헝키 - 부산
2023.10.27 ~ 2023.12.31
가온아트홀 1관"
199,이태현,1999.10.06,,http://www.instagram.com/taehyun1006,actor_images\56527.gif," 헝키쇼 (HUNKY SHOW)
2025.04.25 ~ 2026.02.28
스타스테이지
바텐더 역",,,,
200,한훈,1987.07.21,,http://www.instagram.com/hanooooon_2,actor_images\35409.gif,"［ 행복리 : 그해 여름 ］
2025.11.19 ~ 2025.11.30
대학로 공간아울
김성현 역"," 헝키쇼 (HUNKY SHOW)
2025.04.25 ~ 2026.02.28
스타스테이지
바텐더 역","헤어지는 기쁨
2024.09.09 ~ 2025.02.02
지즐소극장
이별 역","헤어지는 기쁨
2024.06.28 ~ 2024.07.07
피카소 소극장
이별 역할 역","사랑향기
2022.12.03 ~ 2022.12.31
세우아트센터 2관
해설자 역"
201,강태우,1991.02.21,,,actor_images\47614.gif," 헝키쇼 (HUNKY SHOW)
2025.04.25 ~ 2026.02.28
스타스테이지
바텐더 역","헝키 - 부산
2023.10.27 ~ 2023.12.31
가온아트홀 1관","그날의 타이밍
2023.06.20 ~ 2023.06.26
R＆J 씨어터
도영&봉근 역","그날의 타이밍 2
2022.03.09 ~ 2022.03.13
한성아트홀 2관
성준&휘우 역","그날의 타이밍
2022.01.07 ~ 2022.01.13
한성아트홀 2관
도영/동현 역"
202,장건우,,,,actor_images\27368.gif," 헝키쇼 (HUNKY SHOW)
2025.04.25 ~ 2026.02.28
스타스테이지
바텐더 역","레미제라블
2016.04.04 ~ 2016.05.31
용산아트홀 대극장 미르
마리우스 역","레미제라블
2015.04.01 ~ 2015.04.30
나루아트센터 대공연장
마리우스 역","언틸 더 데이
2011.09.16 ~ 2012.01.01
문화일보홀
남철 역",
203,김대현,,,http://www.instagram.com/_d_hyun_,actor_images\56529.gif," 헝키쇼 (HUNKY SHOW)
2025.04.25 ~ 2026.02.28
스타스테이지
바텐더 역",,,,
204,육현석,1988.02.21,,,actor_images\50022.gif," 헝키쇼 (HUNKY SHOW)
2025.04.25 ~ 2026.02.28
스타스테이지
바텐더 역","죽어야 사는 남자
2024.03.08 ~ 2025.06.15
업스테이지(UP STAGE)
혜종 역","헝키 - 부산
2023.10.27 ~ 2023.12.31
가온아트홀 1관","뉴 사랑을 이루어 드립니다
2022.10.25 ~ 2023.01.01
대학로 제나아트홀
성민 역","더 룸어
2022.08.09 ~ 2022.10.09
룸어씨어터
최자웅 역"
205,차준호,,,,actor_images\56384.gif," 〈앤ANNE〉 10th Anniversary
2025.11.15 ~ 2026.02.15
대학로 자유극장
매슈 역","앤
2023.02.03 ~ 2023.04.09
예그린씨어터
매슈 역","앤
2021.11.27 ~ 2022.01.23
브릭스씨어터
매슈 역",,
206,박초록,,,,actor_images\56381.gif," 〈앤ANNE〉 10th Anniversary
2025.11.15 ~ 2026.02.15
대학로 자유극장
앤2 역",,,,
207,김정은,,,,actor_images\49140.gif," 〈앤ANNE〉 10th Anniversary
2025.11.15 ~ 2026.02.15
대학로 자유극장
마릴라 역"," 〈어서 오세요, 휴남동 서점입니다〉 - 서울
2025.04.01 ~ 2026.01.31
루미나아트홀
희주 역","어서 오세요, 휴남동 서점입니다
2025.03.01 ~ 2025.03.31
루미나아트홀
희주 역","장수탕 선녀님
2021.09.16 ~ 2025.03.03
서울숲 씨어터 2관
앙상블2 역",
208,김유진,,,,actor_images\42136.gif," 〈앤ANNE〉 10th Anniversary
2025.11.15 ~ 2026.02.15
대학로 자유극장
다이애나 역","앤
2021.11.27 ~ 2022.01.23
브릭스씨어터
다이애나 역","달그림자 - 인천
2017.12.09 ~ 2017.12.09
인천계양문화회관
수빈 역","제11회 대구국제페스티벌 - 기억을 걷다
2017.06.30 ~ 2017.07.02
대구봉산문화회관 가온홀
백리빈 역","김종욱 찾기
2016.06.17 ~ 2020.12.06
플러스씨어터
그여자 역
관객 전문가"
209,최태이,,,http://www.instagram.com/tae.2._,actor_images\49558.gif," 〈맘마미아!〉 - 용인
2026.01.23 ~ 2026.01.25
용인포은아트홀
소피 역"," 〈맘마미아!〉 - 대전
2026.01.16 ~ 2026.01.18
대전예술의전당 아트홀
소피 역"," 〈맘마미아!〉 - 안산
2025.12.26 ~ 2025.12.28
안산문화예술의전당 해돋이극장
소피 역"," 〈맘마미아〉 - 고양
2025.12.19 ~ 2025.12.21
고양아람누리 아람극장
소피 역"," 〈맘마미아!〉 - 부산
2025.12.12 ~ 2025.12.14
부산시민회관 대극장
소피 역"
210,송영미,1993.10.13,,,actor_images\40909.gif,"［슈가데이#1］  〈아몬드〉
2025.11.15 ~ 2025.11.16
NOL 유니플렉스 1관
도라(이도라) 역"," 〈앤ANNE〉 10th Anniversary
2025.11.15 ~ 2026.02.15
대학로 자유극장
앤1 역"," 〈아몬드〉
2025.09.19 ~ 2025.12.14
NOL 유니플렉스 1관
도라(이도라) 역","관저의 100시간- 제 46회 서울연극제 공식선정작
2025.06.20 ~ 2025.06.29
대학로극장 쿼드
서무직원 역","스탠드 업  - 방구석 
2024.09.29 ~ 2024.12.08
링크아트센터드림 드림4관
한솔 역"
211,송나영,,,,actor_images\31256.gif," 〈앤ANNE〉 10th Anniversary
2025.11.15 ~ 2026.02.15
대학로 자유극장
앤2 역","이솝이야기
2025.03.19 ~ 2025.06.08
예스24스테이지 3관
Whisper(대지) 역","쿠로이 저택엔 누가 살고 있을까？
2024.10.29 ~ 2025.01.19
플러스씨어터
옥희 역"," 정글라이프 - 무안
2024.10.17 ~ 2024.10.17
무안승달문화예술회관
김미화 역","이블데드
2024.06.20 ~ 2024.09.01
NOL 유니플렉스
셰럴 역"
212,조혜령,,,,actor_images\38710.gif," 〈앤ANNE〉 10th Anniversary
2025.11.15 ~ 2026.02.15
대학로 자유극장
다이애나 역","어중씨 이야기 - 인천
2024.11.08 ~ 2024.11.09
동구문화체육센터 공연장
해/처자 외 역","올모스트 메인
2024.03.13 ~ 2024.03.24
한성아트홀 1관","앤
2023.02.03 ~ 2023.04.09
예그린씨어터
다이애나 역","드롭스
2023.01.13 ~ 2023.01.29
예그린씨어터
디아 역"
213,하미미,1983.09.28,,,actor_images\28787.gif," 〈앤ANNE〉 10th Anniversary
2025.11.15 ~ 2026.02.15
대학로 자유극장
린드 역","정글라이프 - 인천
2025.03.22 ~ 2025.03.22
인천학생교육문화회관
홍호란 역","이상한 나라의 춘자씨
2025.02.06 ~ 2025.03.30
더 줌 아트센터
다정 역","정글라이프 - 부안
2024.10.11 ~ 2024.10.11
부안예술회관
홍호란 역","부치하난
2024.09.17 ~ 2024.11.17
홍익대 대학로 아트센터 대극장
곽사장 역"
214,이예슬,1992.11.19,,,actor_images\40759.gif," 〈앤ANNE〉 10th Anniversary
2025.11.15 ~ 2026.02.15
대학로 자유극장
린드 역","어중씨 이야기 - 인천
2024.11.08 ~ 2024.11.09
동구문화체육센터 공연장
꽃/어머니 외 역","너의 역사
2024.05.22 ~ 2024.05.23
3·15아트홀 대극장(구.3·15아트센터)
장윤임 역","단
2023.06.23 ~ 2023.06.25
KT&G 상상마당 대치아트홀
범 역","앤
2023.02.03 ~ 2023.04.09
예그린씨어터
린드 역"
215,정문길,1991.11.05,,,actor_images\40433.gif," 〈앤ANNE〉 10th Anniversary
2025.11.15 ~ 2026.02.15
대학로 자유극장
매슈 역","어중씨 이야기 - 인천
2024.11.08 ~ 2024.11.09
동구문화체육센터 공연장
풀/아들 외 역","로미오와 줄리엣
2023.04.21 ~ 2023.06.25
스타스테이지
티볼트 역","베어 더 
2022.06.22 ~ 2022.09.18
두산아트센터 연강홀
루카스 역","베어 더 
2020.05.29 ~ 2020.08.23
두산아트센터 연강홀
잭 역"
216,임찬민,,,http://www.instagram.com/charm__insta | http://www.youtube.com/c/luckywithcharm,actor_images\30495.gif," 〈앤ANNE〉 10th Anniversary
2025.11.15 ~ 2026.02.15
대학로 자유극장
앤3 역","연극 〈보도지침〉
2025.07.05 ~ 2025.08.17
서울숲씨어터 1관
김주혁 역","관저의 100시간- 제 46회 서울연극제 공식선정작
2025.06.20 ~ 2025.06.29
대학로극장 쿼드
야마다 미사키 역","해적 : THE LAST VOYAGE
2024.11.05 ~ 2025.02.02
링크아트센터 벅스홀
루이스&앤 역","접변
2024.07.20 ~ 2024.09.22
대학로 TOM(티오엠) 2관
CAST 1 역"
217,정세윤,1998.05.23,,,actor_images\52501.gif," 〈앤ANNE〉 10th Anniversary
2025.11.15 ~ 2026.02.15
대학로 자유극장
길버트 역","여신님이 보고 계셔
2024.11.26 ~ 2025.03.03
NOL 유니플렉스 1관
조동현 역","원스 어게인 - 대구
2023.10.14 ~ 2023.10.15
대구봉산문화회관 가온홀
승우 역","아이 캔 플라이
2023.09.07 ~ 2023.10.01
예그린씨어터
정은우 역",
218,정아인,,,,actor_images\47863.gif," 〈앤ANNE〉 10th Anniversary
2025.11.15 ~ 2026.02.15
대학로 자유극장
앤2 역","무명호걸:無名豪傑
2025.02.04 ~ 2025.02.19
CKL 스테이지
화영 역","무명호걸:無名豪傑
2025.01.03 ~ 2025.01.12
NOL 서경스퀘어 스콘 2관
화영 역","탐정케이：수인마을 살인 사건
2024.11.09 ~ 2025.02.02
예그린씨어터
샤론 역","킴즈
2023.09.09 ~ 2023.10.29
KT&G 상상마당 대치아트홀
메리 역"
219,정단비,2000.10.18,,,actor_images\51787.gif,"연극 〈고요한, 미행〉
2026.01.23 ~ 2026.02.15
대학로 TOM(티오엠) 2관
새봄 역"," 〈앤ANNE〉 10th Anniversary
2025.11.15 ~ 2026.02.15
대학로 자유극장
앤1 역","연극 〈소년x소녀x백서〉
2025.10.16 ~ 2025.10.22
산울림 소극장
소녀 역","연극 〈보도지침〉
2025.07.05 ~ 2025.08.17
서울숲씨어터 1관
목소리2 역","흑백다방1991
2025.03.04 ~ 2025.03.30
미마지 아트센터 물빛극장
손님 역"
220,신이나,,,,actor_images\56383.gif," 〈앤ANNE〉 10th Anniversary
2025.11.15 ~ 2026.02.15
대학로 자유극장
마릴라 역",,,,
221,최현미,,,,actor_images\20085.gif," 〈앤ANNE〉 10th Anniversary
2025.11.15 ~ 2026.02.15
대학로 자유극장
마릴라 역 대본 연출","어중씨 이야기 - 인천
2024.11.08 ~ 2024.11.09
동구문화체육센터 공연장
연출","신의 손가락
2023.06.25 ~ 2023.08.20
대학로 드림아트센터 2관
연출","앤
2023.02.03 ~ 2023.04.09
예그린씨어터
마릴라 역","페스트
2022.05.17 ~ 2022.05.22
삼일로 창고극장
공무원 그랑 역"
222,김채윤,2017.04.10,,http://www.instagram.com/chaeninkle | https://youtube.com/@chaeninkle?si=G8M8Z_K4EyakBfUb,actor_images\56275.gif," 〈미세스 다웃파이어〉 - 진주
2026.01.31 ~ 2026.02.01
경상남도문화예술회관 대공연장
나탈리 역"," 〈미세스 다웃파이어〉 - 여수
2026.01.24 ~ 2026.01.25
GS칼텍스 예울마루 대극장
나탈리 역"," 〈미세스 다웃파이어〉 - 인천
2026.01.10 ~ 2026.01.11
인천문화예술회관 대공연장
나탈리 역"," 〈미세스 다웃파이어〉 - 대구
2026.01.03 ~ 2026.01.04
대구오페라하우스
나탈리 역"," 〈미세스 다웃파이어〉 - 세종시
2025.12.19 ~ 2025.12.21
세종예술의전당(세종특별자치시)
나탈리 역"
223,홍성원,1999.01.24,,http://www.instagram.com/sung.won.hong_,actor_images\49752.gif," 〈캐빈〉
2025.11.27 ~ 2026.03.01
et theatre 1 (이티 씨어터 원)
데이 역"," 〈데카브리〉
2025.09.10 ~ 2025.11.30
NOL 서경스퀘어 스콘 1관
아카키 역"," 〈번 더 위치〉
2025.07.08 ~ 2025.10.12
홍익대 대학로 아트센터 소극장
블랭크&딜런 역","개와 고양이의 시간
2025.05.21 ~ 2025.08.10
더굿씨어터
랩터 역","［피크닉#12］ 〈무명, 준희〉
2025.03.18 ~ 2025.03.20
링크아트센터드림 드림2관
준희 역"
